95.0592956542969,-37.0412559509277,7342
95.0518493652344,-37.058708190918,7327
95.0443801879883,-37.0761528015137,7316
95.0369033813477,-37.0935974121094,7333
95.0293960571289,-37.1110343933105,7334
95.0218811035156,-37.1284675598145,7378
95.0143356323242,-37.1458969116211,7362
95.0067749023438,-37.1633186340332,7354
94.9991989135742,-37.180736541748,7365
94.9916000366211,-37.1981544494629,7408
95.0180358886719,-37.1247978210449,7332
95.0105667114258,-37.1422462463379,7321
95.0030822753906,-37.1596870422363,7318
94.9955749511719,-37.1771240234375,7331
94.9880523681641,-37.1945571899414,7337
94.9805068969727,-37.211986541748,7358
94.9729461669922,-37.2294120788574,7352
94.9653625488281,-37.2468299865723,7359
94.957763671875,-37.2642440795898,7382
94.9501419067383,-37.2816543579102,7434
94.9741668701172,-37.207332611084,7337
94.9666748046875,-37.2247772216797,7334
94.9591598510742,-37.2422180175781,7310
94.9516296386719,-37.259651184082,7322
94.9440841674805,-37.2770843505859,7330
94.9365158081055,-37.2945098876953,7361
94.9289245605469,-37.3119316101074,7347
94.9213180541992,-37.3293495178223,7366
94.9136962890625,-37.3467597961426,7376
94.9060516357422,-37.3641700744629,7444
94.9325256347656,-37.2909545898438,7309
94.9250106811523,-37.3083953857422,7306
94.9174728393555,-37.3258323669434,7312
94.9099197387695,-37.34326171875,7337
94.9023513793945,-37.3606872558594,7391
94.8947601318359,-37.3781089782715,7439
94.8871459960938,-37.3955268859863,7679
94.8795166015625,-37.4129409790039,7911
94.8718719482422,-37.4303512573242,7942
94.8642272949219,-37.4477577209473,7856
94.888557434082,-37.373348236084,7433
94.8810195922852,-37.3907890319824,7670
94.8734588623047,-37.4082221984863,7854
94.8658905029297,-37.425651550293,7904
94.8583068847656,-37.4430809020996,7764
94.8506927490234,-37.4604988098145,7937
94.8430633544922,-37.4779167175293,8048
94.8354034423828,-37.4953269958496,8345
94.8277282714844,-37.5127296447754,7808
94.8200378417969,-37.5301322937012,7490
94.8465576171875,-37.4570617675781,7887
94.838996887207,-37.474494934082,8016
94.831413269043,-37.4919242858887,8265
94.8238143920898,-37.509349822998,7853
94.8161926269531,-37.5267677307129,7419
94.8085556030273,-37.5441818237305,7484
94.800895690918,-37.5615921020508,7487
94.7932205200195,-37.5789985656738,7507
94.7855224609375,-37.5964012145996,7572
94.7778091430664,-37.6137962341309,7589
94.8023681640625,-37.5395660400391,7464
94.7947845458984,-37.5569953918457,7462
94.7871780395508,-37.5744247436523,7462
94.7795562744141,-37.5918464660645,7516
94.7719116210938,-37.6092643737793,7502
94.7642440795898,-37.6266746520996,7510
94.7565612792969,-37.6440849304199,7733
94.7488632202148,-37.6614875793457,7572
94.7411346435547,-37.6788864135742,7805
94.7333984375,-37.6962814331055,8010
